id,input_text,stage_a_predictions,stage_b_predictions,route_to_stage_c,accepted_predictions,stage_c_route_reason,stage_b_probabilities
5367,Port of Tianjin intermittently closed on January 6-7 due to strong winds - UPDATE 3 Industry sources report on January 8 that the Port of Tianjin shut down operations intermittently on January 6 and January 7 due to strong winds in the area.,"[""weather_disruption""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.95148, ""natural_disaster"": 0.01711, ""port_operational_disruption"": 0.326379, ""port_closure"": 0.953284, ""labor_strike_disruption"": 0.014457, ""maritime_security_navigation_disruption"": 0.09191}"
4975,"At the port of Alexandria, security forces foiled an attempt to smuggle 2.5 At the port of Alexandria, security forces foiled an attempt to smuggle 2.5 tonnes of cannabis, hidden in a ship and arriving from an unspecified country; they arrested two individuals in the operation, according to an Interior Ministry statement on social media.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.015155, ""natural_disaster"": 0.002253, ""port_operational_disruption"": 0.521711, ""port_closure"": 0.060771, ""labor_strike_disruption"": 0.387848, ""maritime_security_navigation_disruption"": 0.937094}"
3625,"High risk of closure at Port of Fremantle due to inclement weather on July 13 On July 9, shipping sources report that inclement weather including strong winds and over 4 meters swells are to be expected in the area of Fremantle Port in Australia on July 13. This poses a moderate to high risk of the port to close.","[""weather_disruption"", ""port_closure""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.966154, ""natural_disaster"": 0.015671, ""port_operational_disruption"": 0.583994, ""port_closure"": 0.775034, ""labor_strike_disruption"": 0.010008, ""maritime_security_navigation_disruption"": 0.28755}"
570,"Shipping lines impose congestion surcharges from August 20 Considering present congestion in Bangladesh ports, CMA CGM reminds its customers of the implementation of a Port Congestion Surcharge of up to USD 200 (EUR 173) per 20’ TEU from August 20 for all imports except for US trade. Some sources indicated that average waiting times for vessels in Chittagong have recently increased to 4 days, while ships usually take 3 days to be worked on at the terminals. Customers should expect delays of shipments going through the port.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.020155, ""natural_disaster"": 0.006721, ""port_operational_disruption"": 0.887519, ""port_closure"": 0.045211, ""labor_strike_disruption"": 0.171928, ""maritime_security_navigation_disruption"": 0.203948}"
2704,"UPDATE 3 - UPDATE 5: Tug strike extended to December 17-23 at Port of Le Havre Updated sources indicate that tug boat operators at the Port of Le Havre have extended their strike movement until December 23. The extent of participation is not known, but the measure is likely to severely impact or completely halt operations at the port. The port has been severely affected by weather and intermittent strike movements since December 13.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.041735, ""natural_disaster"": 0.014087, ""port_operational_disruption"": 0.388318, ""port_closure"": 0.079891, ""labor_strike_disruption"": 0.918424, ""maritime_security_navigation_disruption"": 0.232429}"
4652,"UPDATE 2 - District of Columbia & Northern Virginia - Normal service resumes Monday after strike. Event closed. Normal service has resumed today, September 14, following a strike by an unspecified number of OmniRide bus drivers over issues with their current service contractor, First Transit Inc. The issues dealt with vacation time and bonus payments. OmniRide services the District of Columbia and northern Virginia area. Expect residual disruptions. This event is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.217132, ""natural_disaster"": 0.017994, ""port_operational_disruption"": 0.027217, ""port_closure"": 0.062829, ""labor_strike_disruption"": 0.834566, ""maritime_security_navigation_disruption"": 0.272481}"
2660,"UPDATE 1: Delays continue at Pier 2, Port of Durban as adverse weather persist Industry sources report on December 11 that persisting adverse weather conditions have led to delays at Pier 2, Port of Durban. On December 10, severe winds and terminal equipment breakdowns have begun to exacerbate line-ups at the terminal and utilization was at 77.5%. No timeline as to when the weather situation will improve was immediately provided.","[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.968213, ""natural_disaster"": 0.01129, ""port_operational_disruption"": 0.975296, ""port_closure"": 0.173058, ""labor_strike_disruption"": 0.012691, ""maritime_security_navigation_disruption"": 0.016954}"
298,"Hurricane Florence to impact business operations in several Southeast cities Industry sources indicate on September 11 that the impending landfall of Hurricane Florence is starting to impact business operations in Savannah, GA as of September 11. Mandatory evacuations will result in considerable interruptions to ground transportation on designated routes, and businesses are implementing storm contingencies as of reporting. Those conducting business in Savannah should anticipate potential and considerable delays and should plan accordingly.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.948627, ""natural_disaster"": 0.087106, ""port_operational_disruption"": 0.188366, ""port_closure"": 0.095509, ""labor_strike_disruption"": 0.0893, ""maritime_security_navigation_disruption"": 0.074328}"
3776,"Master and Chief Officer of tanker test COVID-19 positive at Port of Antwerp Sources indicated on April 21 that on April 15, the tanker vessel """"FT Quarto"""" (IMO 9447330) arrived in Antwerp and requested medical assistance for the vessel Master. Both the Master and the Chief Officer tested positive for the COVID-19 coronavirus. The Master was hospitalized but the Chief Officer showed only mild to no symptoms and was not hospitalized. All other crew tested negative. The tanker remains berthed in Antwerp under quarantine. A plan for vessel departure is not known.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.116818, ""natural_disaster"": 0.003651, ""port_operational_disruption"": 0.503351, ""port_closure"": 0.058851, ""labor_strike_disruption"": 0.058481, ""maritime_security_navigation_disruption"": 0.921993}"
4020,"Port workers at APM Terminals in Callao resume operations following 4-day stoppage over COVID-19 According to shipping sources on June 9, the Single Union of Maritime and Port Workers of Puerto del Callao (SUTRAMPORPC) resumed activities at Peru's APM Terminals Callao (APMTC) following a 4-day stoppage due to an alleged non-compliance with safety and health measures against the coronavirus. More than 20 port workers have been infected by COVID-19 and three people have at least died.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.044999, ""natural_disaster"": 0.004708, ""port_operational_disruption"": 0.203453, ""port_closure"": 0.268593, ""labor_strike_disruption"": 0.395752, ""maritime_security_navigation_disruption"": 0.855634}"
4784,"UPDATE 5 - 36 miles SW of Xiamen – Mekkhala has weakened to a depression after making landfall. Event closed. Typhoon Mekkhala weakened to a low depression shortly after making landfall earlier near Jiuzhen early Tuesday as the equivalent of a Category 1 hurricane on the Saffir-Simpson scale. The depression was last recorded approximately 36 miles southwest of Xiamen, China. There have been no reports of widespread evacuations or major disruptions from the storm. This event is closed.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.97138, ""natural_disaster"": 0.192638, ""port_operational_disruption"": 0.029354, ""port_closure"": 0.297446, ""labor_strike_disruption"": 0.020612, ""maritime_security_navigation_disruption"": 0.138838}"
2678,UPDATE 1: Strong winds may impact from Dec 5 evening Shipping sources report on December 4 that strong winds are expected to impact the Port of Yantian from the evening of December 5 until the next day morning.,"[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.982356, ""natural_disaster"": 0.05936, ""port_operational_disruption"": 0.709435, ""port_closure"": 0.320675, ""labor_strike_disruption"": 0.009224, ""maritime_security_navigation_disruption"": 0.028953}"
4814,"UPDATE 7 - United Kingdom – Students plan to protest over test-result changes in six cities today. Event closed. Media sources report students demonstrated on Saturday, August 22 outside the Department for Education in London to demand education secretary Gavin Williamson's resignation over the A-level results controversy. Organizers are reportedly planning to go ahead with upcoming protests despite the Department for Education and Pearson walking back their initial plans to adjust grades algorithmically; activists allege the reversal does not cover all affected results. Recent developments could limit projected attendance, but localized disruption remains possible. The following locations and times have been announced. 
 
Saturday, August 29: 
- Birmingham: Victoria Square at 1:00 PM 
- Bristol: College Green at 1:00 PM 
- Cornwall: Truro Lemon Quay at 1:00 PM 
- Leeds: Millennium Square at 1:00 Pm 
- London: Parliament Square at 1:00 PM 
- Manchester: St. Peter’s Square at 1:00 PM Event closed.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.0265, ""natural_disaster"": 0.03799, ""port_operational_disruption"": 0.033635, ""port_closure"": 0.04622, ""labor_strike_disruption"": 0.983644, ""maritime_security_navigation_disruption"": 0.022773}"
